train_loss,train_ce_loss,train_cont_loss,train_acc,val_loss,val_ce_loss,val_cont_loss,val_acc,learning_rate
3.7474941649994293,1.2667721099667735,6.228216208420791,0.7404303942106265,3.668044230876825,1.175447512895633,6.160640924404829,0.7850396099939062,4.9960534568565435e-06
3.561982185809643,0.9947149850331344,6.129249362202434,0.7797244969212214,3.4589888193668465,0.8552556450550373,6.062721998263628,0.8308957952468007,4.984229402628956e-06
3.457050221306937,0.8386942566215217,6.075406195281388,0.8105884593410779,3.402407004283025,0.7799024902857267,6.024911489242163,0.8469937030266098,4.964574501457378e-06
3.4082754540753055,0.7741075518069329,6.0424433497639445,0.8274360439281406,3.428486072100126,0.8211937225781955,6.035778424678704,0.8466382287223237,4.937166322257262e-06
3.376682845028964,0.7299994477978,6.023366246904645,0.8348378086713641,3.329608599344889,0.6861155537458566,5.97310164035895,0.8689823278488726,4.902113032590307e-06
3.351106439317976,0.6953241813492466,6.006888696125576,0.8442074525487209,3.346855505918845,0.711522252131731,5.982188750536014,0.8670526101970343,4.859552971776503e-06
3.324455586346713,0.6605359209435326,5.98837524884707,0.8495651621913286,3.2982475513067,0.6401343513757755,5.9563607680491915,0.8754824294129596,4.80965410493204e-06
3.306504652097628,0.635585832324895,5.9774234418745165,0.8540087602361455,3.274401774773231,0.6111717697901603,5.937631766001384,0.8823380052813325,4.752613360087727e-06
3.2915246982079047,0.6173549805368695,5.965694427490234,0.8569288389513109,3.2581079495258822,0.5956607950039399,5.920555090292906,0.8866036969327645,4.688655851004031e-06
3.2856067976394256,0.611840262234985,5.9593733285928705,0.8596203897670285,3.2498541245093713,0.573157305136705,5.926550926306309,0.8847755433678651,4.618033988749896e-06
3.2699721757467692,0.5919935896799162,5.947950756395018,0.8641782517615693,3.230930988605206,0.5502718419600756,5.911590111561311,0.8820333130205159,4.54102648555158e-06
3.2576712849852325,0.5777000693918822,5.937642499998018,0.8677458261918365,3.246816690151508,0.5861878952918909,5.907445442982209,0.8847247613243957,4.457937254842825e-06
3.2511984775592753,0.5694776368992669,5.932919328862971,0.8679235701136292,3.2569764332893567,0.5923020900824131,5.921650776496301,0.8849278894982734,4.369094211857379e-06
