train_loss,train_ce_loss,train_cont_loss,train_acc,val_loss,val_ce_loss,val_cont_loss,val_acc,learning_rate
3.773949604529839,1.3056454023757538,6.242253814424787,0.7433885609090332,3.635327290265988,1.111364239301437,6.159290374853672,0.7531484866951046,4.9960534568565435e-06
3.6495090212140764,1.1219032058468112,6.177114833484996,0.7559702913730718,3.4937979074624868,0.9137706450926952,6.073825151492388,0.8081962218159658,4.984229402628956e-06
3.554540722401111,0.9739474166523326,6.135134015764509,0.7825683996699041,3.3901522098443446,0.7621750250840799,6.018129397661258,0.8471460491570181,4.964574501457378e-06
3.5016198746569747,0.8990497693612978,6.104189971824745,0.7973592331619375,3.361689561452621,0.7237001581069751,5.999678941873404,0.8628377005890717,4.937166322257262e-06
3.4602861481827576,0.8424830955344361,6.078089212442373,0.8101948835142513,3.3089563296391415,0.6522431923792913,5.965669497465476,0.8714198659354052,4.902113032590307e-06
3.447880467811188,0.8253721753498177,6.070388759885516,0.8137624579445185,3.333334213648087,0.683122089275947,5.983546318152012,0.8679159049360147,4.859552971776503e-06
3.4196554933275496,0.7855862201034248,6.0537247626812425,0.8226877420173935,3.2721465123005404,0.6027029263667572,5.941590076837784,0.8793418647166362,4.80965410493204e-06
3.403665790310154,0.764114027673548,6.043217563009882,0.8264838443471085,3.2594004410963793,0.5833924321027902,5.935408469958183,0.8833028641072517,4.752613360087727e-06
3.3876437815752896,0.7415487228275893,6.03373884535455,0.8323366977718529,3.2500221607012625,0.5708243105656061,5.929220040639241,0.8905646963233801,4.688655851004031e-06
3.373461892078449,0.7236001518639651,6.023323647387616,0.8331619374087476,3.224026851164989,0.5406250472252185,5.907428655868921,0.8877716839325615,4.618033988749896e-06
3.3647848305764136,0.7118610619724571,6.017708601889672,0.8373643115597029,3.2311874597500534,0.550325830013324,5.912049085665972,0.8898029656713387,4.54102648555158e-06
3.3513642193435076,0.6941091027352717,6.008619351820513,0.8415666857106583,3.216813087463379,0.5299685635627844,5.90365763199635,0.8946780418444038,4.457937254842825e-06
3.347769382712129,0.6893013135179297,6.006237451132241,0.8416555576715546,3.2145439294668345,0.528229561371681,5.900858292212853,0.8948303879748121,4.369094211857379e-06
3.33344503501793,0.6702285850202883,5.9966615020454705,0.8461626356884403,3.197743128507565,0.5074017231280987,5.888084497207251,0.8950335161486899,4.274847979497381e-06
3.3220091098314755,0.6549712388546436,5.989046966874755,0.8507458896718085,3.1858145029116898,0.4915818977050292,5.880047125694079,0.8950335161486899,4.175570504584948e-06
3.320898876561747,0.6525667247834144,5.989231010536095,0.8505808417444296,3.1872209952427792,0.49371265753721577,5.880729284041967,0.8964554133658338,4.071653589957995e-06
3.3126327310289656,0.6432331951407643,5.982032292849057,0.851520345331048,3.1792475321354012,0.4862752495667873,5.872219819288987,0.8997054641478773,3.963507348203432e-06
3.306075365512402,0.6350765628861142,5.9770741648488235,0.8550879197613153,3.190445154141157,0.49899302690457076,5.881897278321095,0.899908592321755,3.851558583130147e-06
3.307361458803152,0.6365741924806074,5.978148729770215,0.8532850885545611,3.178355241433168,0.4863120034719125,5.870398448063777,0.9047328864513507,3.7362491053693585e-06
3.303069817555415,0.6324451381896997,5.973694485503358,0.854618167968006,3.170574732315846,0.4779325158168108,5.863216974796393,0.9044789762340036,3.618033988749897e-06
